"","X","temperature","humidite","force_moyenne_du_vecteur_de_vent","force_du_vecteur_de_vent_max","pluie_intensite_max","date","quartier","sismicite","concentration_gaz","pluie_totale","catastrophe","catastrophe_simple"
"1",0,0.465789473684211,0.872370266479663,0.0865384615384615,0.0746527777777778,0,"2170-01-01","Zone 1",0.457142857142857,0.657992192973676,0.182311931744301,"aucun","aucun"
"2",0.000294637595757219,0.465789473684211,0.872370266479663,0.0865384615384615,0.0746527777777778,0,"2170-01-01","Zone 2",0.914285714285714,0.741267140426384,0.903307760784981,"['seisme']","seisme"
"3",0.000589275191514437,0.465789473684211,0.872370266479663,0.0865384615384615,0.0746527777777778,0,"2170-01-01","Zone 3",0.928571428571428,0.702982684415975,0.363043500005001,"['seisme']","seisme"
"4",0.000883912787271656,0.465789473684211,0.872370266479663,0.0865384615384615,0.0746527777777778,0,"2170-01-01","Zone 4",0.128571428571429,0.295365829246322,0.473939005971373,"aucun","aucun"
"5",0.00117855038302887,0.465789473684211,0.872370266479663,0.0865384615384615,0.0746527777777778,0,"2170-01-01","Zone 5",0.157142857142857,0.216244620158142,0.475729417766086,"['innondation']","innondation"
"6",0.00147318797878609,0.651315789473684,0.903225806451613,0.0384615384615385,0.0104166666666667,0,"2171-01-01","Zone 1",0.514285714285714,0.884095686117506,0.606009382157896,"['seisme']","seisme"
"7",0.00176782557454331,0.651315789473684,0.903225806451613,0.0384615384615385,0.0104166666666667,0,"2171-01-01","Zone 2",0.342857142857143,0.410319287358623,0.0841093451493844,"['innondation']","innondation"
"8",0.00206246317030053,0.651315789473684,0.903225806451613,0.0384615384615385,0.0104166666666667,0,"2171-01-01","Zone 3",0.628571428571429,0.386447803022721,0.16171719495484,"aucun","aucun"
"9",0.00235710076605775,0.651315789473684,0.903225806451613,0.0384615384615385,0.0104166666666667,0,"2171-01-01","Zone 4",0.1,0.377139425482935,0.103493803574822,"aucun","aucun"
"10",0.00265173836181497,0.651315789473684,0.903225806451613,0.0384615384615385,0.0104166666666667,0,"2171-01-01","Zone 5",0.285714285714286,0.135271744570113,0.560388889444572,"aucun","aucun"
"11",0.00294637595757219,0.781578947368421,0.495091164095372,0.092948717948718,0.100694444444444,0,"2170-10-01","Zone 1",0.885714285714286,0.525422880592533,0.696520199645919,"['seisme']","seisme"
"12",0.0032410135533294,0.781578947368421,0.495091164095372,0.092948717948718,0.100694444444444,0,"2170-10-01","Zone 2",0.771428571428572,0.997247522770494,0.331706292447263,"['innondation', 'seisme']","innondation_seisme"
"13",0.00353565114908662,0.781578947368421,0.495091164095372,0.092948717948718,0.100694444444444,0,"2170-10-01","Zone 3",0.8,0.56530877790011,0.569050881702792,"['seisme']","seisme"
"14",0.00383028874484384,0.781578947368421,0.495091164095372,0.092948717948718,0.100694444444444,0,"2170-10-01","Zone 4",0.342857142857143,0.239215293764388,0.321333906798564,"['innondation']","innondation"
"15",0.00412492634060106,0.781578947368421,0.495091164095372,0.092948717948718,0.100694444444444,0,"2170-10-01","Zone 5",0.257142857142857,0.408617755980382,0.663582624003521,"['innondation']","innondation"
"16",0.00441956393635828,0.746052631578947,0.566619915848527,0.198717948717949,0.208333333333333,0,"2171-10-01","Zone 1",0.285714285714286,0.600990891802622,0.588745411444632,"aucun","aucun"
"17",0.0047142015321155,0.746052631578947,0.566619915848527,0.198717948717949,0.208333333333333,0,"2171-10-01","Zone 2",0.357142857142857,0.252026824141728,0.744191163967713,"['innondation']","innondation"
"18",0.00500883912787272,0.746052631578947,0.566619915848527,0.198717948717949,0.208333333333333,0,"2171-10-01","Zone 3",0.357142857142857,0.550495445901311,0.720485711713694,"aucun","aucun"
"19",0.00530347672362994,0.746052631578947,0.566619915848527,0.198717948717949,0.208333333333333,0,"2171-10-01","Zone 4",0.342857142857143,0.267440696626964,0.118767316482791,"['innondation']","innondation"
"20",0.00559811431938715,0.746052631578947,0.566619915848527,0.198717948717949,0.208333333333333,0,"2171-10-01","Zone 5",0.0571428571428572,0.242918626764088,0.866139212018764,"['innondation']","innondation"
"21",0.00589275191514437,0.586842105263158,0.690042075736325,0.179487179487179,0.208333333333333,0,"2170-11-01","Zone 1",0.4,0.329146231608448,0.565480060413895,"aucun","aucun"
"22",0.00618738951090159,0.586842105263158,0.690042075736325,0.179487179487179,0.208333333333333,0,"2170-11-01","Zone 2",0.371428571428572,0.895806225603043,0.119207417706072,"aucun","aucun"
"23",0.00648202710665881,0.586842105263158,0.690042075736325,0.179487179487179,0.208333333333333,0,"2170-11-01","Zone 3",0.528571428571429,0.542738464618156,0.135071066345259,"['seisme']","seisme"
"24",0.00677666470241603,0.586842105263158,0.690042075736325,0.179487179487179,0.208333333333333,0,"2170-11-01","Zone 4",0.185714285714286,0.0403363026724052,0.926123008291907,"['innondation']","innondation"
"25",0.00707130229817325,0.586842105263158,0.690042075736325,0.179487179487179,0.208333333333333,0,"2170-11-01","Zone 5",0.142857142857143,0.40381343208888,0.69001870430199,"['innondation']","innondation"
"26",0.00736593989393047,0.734210526315789,0.636746143057504,0.112179487179487,0.104166666666667,0,"2171-11-01","Zone 1",0.557142857142857,0.788859973976579,0.553377276773658,"['seisme']","seisme"
"27",0.00766057748968768,0.734210526315789,0.636746143057504,0.112179487179487,0.104166666666667,0,"2171-11-01","Zone 2",0.785714285714286,0.650985887298569,0.672854756594017,"['seisme']","seisme"
"28",0.0079552150854449,0.734210526315789,0.636746143057504,0.112179487179487,0.104166666666667,0,"2171-11-01","Zone 3",0.585714285714286,0.581523371033931,0.663182531982356,"['seisme']","seisme"
"29",0.00824985268120212,0.734210526315789,0.636746143057504,0.112179487179487,0.104166666666667,0,"2171-11-01","Zone 4",0.157142857142857,0.0080072064858373,0.38024745691509,"aucun","aucun"
"30",0.00854449027695934,0.734210526315789,0.636746143057504,0.112179487179487,0.104166666666667,0,"2171-11-01","Zone 5",0.342857142857143,0.138124311880693,0.501055242705822,"aucun","aucun"
"31",0.00883912787271656,0.625,0.803646563814867,0.230769230769231,0.253472222222222,0.333333333333333,"2170-12-01","Zone 1",0.328571428571429,0.344159743769392,0.128079458275403,"aucun","aucun"
"32",0.00913376546847378,0.625,0.803646563814867,0.230769230769231,0.253472222222222,0.333333333333333,"2170-12-01","Zone 2",0.557142857142857,0.622610349314383,0.876151514848415,"['innondation', 'seisme']","innondation_seisme"
"33",0.009428403064231,0.625,0.803646563814867,0.230769230769231,0.253472222222222,0.333333333333333,"2170-12-01","Zone 3",0.357142857142857,0.928585727154439,0.107594746791762,"aucun","aucun"
"34",0.00972304065998821,0.625,0.803646563814867,0.230769230769231,0.253472222222222,0.333333333333333,"2170-12-01","Zone 4",0.457142857142857,0.071314182764488,0.606009382157896,"['innondation']","innondation"
"35",0.0100176782557454,0.625,0.803646563814867,0.230769230769231,0.253472222222222,0.333333333333333,"2170-12-01","Zone 5",0.271428571428571,0.192323090781704,0.0364383808275903,"['innondation']","innondation"
"36",0.0103123158515027,0.547368421052632,0.739130434782609,0.108974358974359,0.142361111111111,0,"2171-12-01","Zone 1",0.714285714285714,0.306525873285957,0.321423927503326,"aucun","aucun"
"37",0.0106069534472599,0.547368421052632,0.739130434782609,0.108974358974359,0.142361111111111,0,"2171-12-01","Zone 2",0.585714285714286,0.362226003403063,0.20749772447663,"aucun","aucun"
"38",0.0109015910430171,0.547368421052632,0.739130434782609,0.108974358974359,0.142361111111111,0,"2171-12-01","Zone 3",0.742857142857143,0.397858072265039,0.795933064604859,"aucun","aucun"
"39",0.0111962286387743,0.547368421052632,0.739130434782609,0.108974358974359,0.142361111111111,0,"2171-12-01","Zone 4",0.571428571428571,0.206385747172455,0.994888824429619,"['innondation']","innondation"
"40",0.0114908662345315,0.547368421052632,0.739130434782609,0.108974358974359,0.142361111111111,0,"2171-12-01","Zone 5",0.0428571428571429,0.115053548193374,0.076847674965242,"['innondation']","innondation"
"41",0.0117855038302887,0.667105263157895,0.669004207573633,0.509615384615385,0.496527777777778,0.333333333333333,"2170-02-01","Zone 1",0.8,0.894154739265339,0.0744971343408984,"aucun","aucun"
"42",0.012080141426046,0.667105263157895,0.669004207573633,0.509615384615385,0.496527777777778,0.333333333333333,"2170-02-01","Zone 2",0.685714285714286,0.869632669402462,0.650649649419366,"['innondation', 'seisme']","innondation_seisme"
"43",0.0123747790218032,0.667105263157895,0.669004207573633,0.509615384615385,0.496527777777778,0.333333333333333,"2170-02-01","Zone 3",0.657142857142857,0.281853668301471,0.0342278724106544,"aucun","aucun"
"44",0.0126694166175604,0.667105263157895,0.669004207573633,0.509615384615385,0.496527777777778,0.333333333333333,"2170-02-01","Zone 4",0.157142857142857,0.255630067060354,0.498314612360843,"['innondation']","innondation"
"45",0.0129640542133176,0.667105263157895,0.669004207573633,0.509615384615385,0.496527777777778,0.333333333333333,"2170-02-01","Zone 5",0.385714285714286,0.346011410269242,0.561619172409654,"['innondation']","innondation"
"46",0.0132586918090748,0.543421052631579,0.753155680224404,0.384615384615385,0.366319444444444,0,"2171-02-01","Zone 1",0.4,0.526123511160044,0.793602528581574,"aucun","aucun"
"47",0.0135533294048321,0.543421052631579,0.753155680224404,0.384615384615385,0.366319444444444,0,"2171-02-01","Zone 2",0.728571428571429,0.555299769792813,0.591986156816068,"aucun","aucun"
"48",0.0138479670005893,0.543421052631579,0.753155680224404,0.384615384615385,0.366319444444444,0,"2171-02-01","Zone 3",0.428571428571429,0.281503353017716,0.560879002170499,"aucun","aucun"
"49",0.0141426045963465,0.543421052631579,0.753155680224404,0.384615384615385,0.366319444444444,0,"2171-02-01","Zone 4",0.428571428571429,0.146682013812431,0.218550266561309,"['innondation']","innondation"
"50",0.0144372421921037,0.543421052631579,0.753155680224404,0.384615384615385,0.366319444444444,0,"2171-02-01","Zone 5",0.2,0.133670303272946,0.41578563069506,"['innondation']","innondation"
"51",0.0147318797878609,0.655263157894737,0.708274894810659,0.41025641025641,0.520833333333333,0,"2170-03-01","Zone 1",0.871428571428572,0.990091081973777,0.52625103773868,"['seisme']","seisme"
"52",0.0150265173836181,0.655263157894737,0.708274894810659,0.41025641025641,0.520833333333333,0,"2170-03-01","Zone 2",0.528571428571429,0.892453207887099,0.378116966902388,"aucun","aucun"
"53",0.0153211549793754,0.655263157894737,0.708274894810659,0.41025641025641,0.520833333333333,0,"2170-03-01","Zone 3",0.771428571428572,0.690671604444,0.373936005281215,"['seisme']","seisme"
"54",0.0156157925751326,0.655263157894737,0.708274894810659,0.41025641025641,0.520833333333333,0,"2170-03-01","Zone 4",0.457142857142857,0.144630167150435,0.289396561209078,"['innondation']","innondation"
"55",0.0159104301708898,0.655263157894737,0.708274894810659,0.41025641025641,0.520833333333333,0,"2170-03-01","Zone 5",0.542857142857143,0.181913722350115,0.51383818278204,"['innondation']","innondation"
"56",0.016205067766647,0.671052631578947,0.527349228611501,0.262820512820513,0.352430555555556,0,"2171-03-01","Zone 1",0.957142857142857,0.46912220998899,0.21067845604489,"aucun","aucun"
"57",0.0164997053624042,0.671052631578947,0.527349228611501,0.262820512820513,0.352430555555556,0,"2171-03-01","Zone 2",0.471428571428571,0.437693924532079,0.0313272052572092,"aucun","aucun"
"58",0.0167943429581615,0.671052631578947,0.527349228611501,0.262820512820513,0.352430555555556,0,"2171-03-01","Zone 3",0.657142857142857,0.622560304273846,0.411254588555368,"aucun","aucun"
"59",0.0170889805539187,0.671052631578947,0.527349228611501,0.262820512820513,0.352430555555556,0,"2171-03-01","Zone 4",0.371428571428572,0.431037934140727,0.809906278444042,"['innondation']","innondation"
"60",0.0173836181496759,0.671052631578947,0.527349228611501,0.262820512820513,0.352430555555556,0,"2171-03-01","Zone 5",0.514285714285714,0.475327795015514,0.161807215659602,"aucun","aucun"
"61",0.0176782557454331,0.732894736842105,0.387096774193548,0.198717948717949,0.383680555555556,0,"2170-04-01","Zone 1",0.428571428571429,0.894505054549094,0.267651559858767,"aucun","aucun"
